ticker,exchange,asset_type,name,stockanalysis_symbol,stockanalysis_name,stockanalysis_isin,stockanalysis_sector,stockanalysis_industry,isin_update,sector_update,decision,source_url
0AC9,LSE,Stock,DSM-Firmenich AG,0AC9,DSM-Firmenich AG,,,Chemicals and Allied Products,,,no_update,https://stockanalysis.com/quote/lon/0AC9/
0ADF,LSE,Stock,ARM Holdings,0ADF,Arm Holdings plc,US0420682058,,Semiconductors and Related Devices,,,no_update,https://stockanalysis.com/quote/lon/0ADF/
0E1Y,LSE,Stock,Chargeurs,0E1Y,Compagnie Chargeurs Invest,FR0000130692,,Conglomerates,,,no_update,https://stockanalysis.com/quote/lon/0E1Y/
0EGH,LSE,Stock,Fiera Milano S.p.A.,0EGH,Fiera Milano S.p.A.,,,"Business Services, not elsewhere classified",,,no_update,https://stockanalysis.com/quote/lon/0EGH/
0GA3,LSE,Stock,Telecom Italia S.p.A. RNC,,,,,,,,no_symbol_match,
0HZC,LSE,Stock,Eurazeo,0HZC,Eurazeo SE,FR0000121121,,"Investors, not elsewhere classified",,,no_update,https://stockanalysis.com/quote/lon/0HZC/
0ILI,LSE,Stock,Fluidra S.A.,0ILI,"Fluidra, S.A.",,,Refrigeration And Service Industry Machinery,,,no_update,https://stockanalysis.com/quote/lon/0ILI/
0KO8,LSE,Stock,Enea S.A.,,,,,,,,no_symbol_match,
0L9J,LSE,Stock,Kontron AG,0L9J,Kontron AG,,,Computer Integrated Systems Design,,,no_update,https://stockanalysis.com/quote/lon/0L9J/
0LHX,LSE,Stock,U.S. Global Investors Inc. Cl A,,,,,,,,no_symbol_match,
0LS5,LSE,Stock,CCC S.A.,,,,,,,,no_symbol_match,
0M0E,LSE,Stock,Ercros S.A.,0M0E,"Ercros, S.A.",,,Industrial Inorganic Chemicals,,,no_update,https://stockanalysis.com/quote/lon/0M0E/
0MFW,LSE,Stock,KBC Ancora,0MFW,KBC Ancora SA,BE0003867844,,Commercial Banks,,,no_update,https://stockanalysis.com/quote/lon/0MFW/
0MO8,LSE,Stock,SED Energy Holdings Plc,,,,,,,,no_symbol_match,
0MR4,LSE,Stock,Byggmax Group AB,0MR4,Byggmax Group AB (publ),SE0003303627,,"Building Materials, Hardware, Garden Supply, and Mobile Home Dealers",,,no_update,https://stockanalysis.com/quote/lon/0MR4/
0MUN,LSE,Stock,Iren S.p.A.,0MUN,Iren SpA,,,Electric Services,,,no_update,https://stockanalysis.com/quote/lon/0MUN/
0N75,LSE,Stock,Bonduelle SAS,0N75,Bonduelle SCA,FR0000063935,,"Canned, Frozen, And Preserved Fruits, Vegetables, and Food Specialties",,,name_mismatch,https://stockanalysis.com/quote/lon/0N75/
0NE1,LSE,Stock,MFE MEDIAFOREUROPE NV,0NE1,MFE-Mediaforeurope N.V.,NL0015001OJ9,,Television Broadcasting Stations,,,no_update,https://stockanalysis.com/quote/lon/0NE1/
0NOL,LSE,Stock,Adva Optical Networking SE,0NOL,Adtran Networks SE,,,Computer Communications Equipment,,,name_mismatch,https://stockanalysis.com/quote/lon/0NOL/
0NUX,LSE,Stock,Prysmian SpA,0NUX,Prysmian S.p.A.,IT0004176001,,Drawing and Insulating of Nonferrous Wire,,,no_update,https://stockanalysis.com/quote/lon/0NUX/
0NW2,LSE,Stock,Randstad NV,0NW2,Randstad N.V.,NL0000379121,,Help Supply Services,,,no_update,https://stockanalysis.com/quote/lon/0NW2/
0NYY,LSE,Stock,Banco Comercial Portugues S/A,,,,,,,,no_symbol_match,
0NZM,LSE,Stock,L’Oreal SA,0NZM,L'Oréal S.A.,FR0000120321,,"Perfumes, Cosmetics, and Other Toilet Preparations",,,no_update,https://stockanalysis.com/quote/lon/0NZM/
0O0N,LSE,Stock,Schouw & Co.,0O0N,Aktieselskabet Schouw & Co.,DK0010253921,,Grain Mill Products,,,no_update,https://stockanalysis.com/quote/lon/0O0N/
0P0001J2VW,LSE,Stock,Amundi Index Solutions - Amundi MSCI Europe SRI PAB ,,,,,,,,no_symbol_match,
0PAN,LSE,Stock,CPI Europe AG,0PAN,CPI Europe AG,,,Real Estate Operators (except Developers) And Lessors,,,no_update,https://stockanalysis.com/quote/lon/0PAN/
0Q2F,LSE,Stock,Distribuidora Internacional de Alimentacion SA,0Q2F,"Distribuidora Internacional de Alimentación, S.A.",ES0126775008,,Miscellaneous General Merchandise Stores,,,no_update,https://stockanalysis.com/quote/lon/0Q2F/
0Q6M,LSE,Stock,Unipol Gruppo Finanziario Spa,0Q6M,Unipol Assicurazioni S.p.A.,IT0004810054,,"Fire, Marine, and Casualty Insurance",,,name_mismatch,https://stockanalysis.com/quote/lon/0Q6M/
0QAP,LSE,Stock,Carmila,0QAP,Carmila S.A.,,,Real Estate,,,no_update,https://stockanalysis.com/quote/lon/0QAP/
0QNY,LSE,Stock,3M Co.,0QNY,3M Company,,,Conglomerates,,,no_update,https://stockanalysis.com/quote/lon/0QNY/
0QVF,LSE,Stock,FinecoBank S.p.A.,0QVF,FinecoBank Banca Fineco S.p.A.,,,Commercial Banks,,,no_update,https://stockanalysis.com/quote/lon/0QVF/
0R7W,LSE,Stock,Promotora de Informaciones SA,0R7W,"Promotora de Informaciones, S.A.",ES0171743901,,Diversified Multi-Media,,,no_update,https://stockanalysis.com/quote/lon/0R7W/
0RCY,LSE,Stock,Attendo International publ AB,0RCY,Attendo AB (publ),SE0007666110,,Nursing And Personal Care Facilities,,,no_update,https://stockanalysis.com/quote/lon/0RCY/
0RHN,LSE,Stock,AcadeMedia AB,0RHN,AcadeMedia AB (publ),SE0007897079,,Educational Services,,,no_update,https://stockanalysis.com/quote/lon/0RHN/
0RLT,LSE,Stock,Qiagen NV,0RLT,Qiagen N.V.,NL0015002CX3,,Laboratory Analytical Instruments,,,no_update,https://stockanalysis.com/quote/lon/0RLT/
0RON,LSE,Stock,Banca Farmafactoring S.p.A.,0RON,BFF Bank S.p.A.,,,"Short-Term Business Credit Institutions, Except Agricultural",,,name_mismatch,https://stockanalysis.com/quote/lon/0RON/
0STP,LSE,Stock,Immobiliare Grande Distribuzione SIIQ SpA,0STP,Immobiliare Grande Distribuzione SIIQ S.p.A.,IT0005322612,,Real Estate Investment Trusts,,,no_update,https://stockanalysis.com/quote/lon/0STP/
0Y5F,LSE,Stock,Endo International PLC,,,,,,,,no_symbol_match,
0YAL,LSE,Stock,Boliden AB,0YAL,Boliden AB (publ),SE0020050417,,Primary Smelting And Refining Of Nonferrous Metals,,,no_update,https://stockanalysis.com/quote/lon/0YAL/
32QX,LSE,Stock,TELECOM EGYPT S.A.E GDS(EACH REPR 5 ORDS EGP10) (144A),,,,,,,,no_symbol_match,
37OC,LSE,Stock,OIL & GAS DEVELOPMENT COMPANY LD GDR (EACH REPR 10 ORD)(144A),,,,,,,,no_symbol_match,
3IN,LSE,Stock,3I Infrastructure PLC,,,,,,,,no_symbol_match,
47HA,LSE,Stock,INVESTEC INVESTMENT TRUST PLC 5% CUM PRF STK #1,,,,,,,,no_symbol_match,
51FL,LSE,Stock,SOCIETATEA ENERGETICA ELECTRICA SA GDR (EACH REPR 4ORD) (144A),,,,,,,,no_symbol_match,
59OT,LSE,Stock,JSC NATIONAL ATOMIC CO KAZATOMPROM GDR (EACH REPR 1 ORD) (144A),,,,,,,,no_symbol_match,
67GX,LSE,Stock,ZIGUP PLC 5% CUM PRF 50P,,,,,,,,no_symbol_match,
70GD,LSE,Stock,ANTOFAGASTA PLC 5% CUM PRF #1,,,,,,,,no_symbol_match,
72HN,LSE,Stock,MERCHANTS TRUST PLC 3.65% CUM PRF #1,,,,,,,,no_symbol_match,
78QZ,LSE,Stock,ALUMINIUM BAHRAIN B.S.C. GDR (EACH REPR 1/5 ORD) (144A),,,,,,,,no_symbol_match,
ACRM,LSE,Stock,Acuity RM Group Plc,,,,,,,,no_symbol_match,
AGVI,LSE,Stock,Aberforth Geared Value &,,,,,,,,no_symbol_match,
AGZI,LSE,Stock,Aberforth Geared Value & Income Trust plc,,,,,,,,no_symbol_match,
ALBH,LSE,Stock,ALUMINIUM BAHRAIN B.S.C. GDR (EACH REPR 1/5 ORD) (REG S),ALBH,Aluminium Bahrain B.S.C.,US0222082010,,Primary Production of Aluminum,,,no_update,https://stockanalysis.com/quote/lon/ALBH/
AMCO,LSE,Stock,Amcomri Group plc,,,,,,,,no_symbol_match,
AUSC,LSE,Stock,Abrdn UK Smaller Companies Growth Trust PLC,,,,,,,,no_symbol_match,
AWEM,LSE,Stock,Ashoka WhiteOak Emerging Mrkt,,,,,,,,no_symbol_match,
AXBA,LSE,Stock,AXIS BANK LD GDR EACH REPR 5 EQTY SHS(144A),,,,,,,,no_symbol_match,
BA69,LSE,Stock,CITY OF LONDON INVESTMENT TRUST PLC 4.2% CUM 1ST PRF STK,,,,,,,,no_symbol_match,
BASC,LSE,Stock,Brown Advisory US Smaller Companies PLC,,,,,,,,no_symbol_match,
BC88,LSE,Stock,CHEMRING GROUP PLC 7% CUM PRF #1,,,,,,,,no_symbol_match,
BIPS,LSE,Stock,Invesco Bond Income Plus Limited,,,,,,,,no_symbol_match,
BKMA,LSE,Stock,BANKMUSCAT (S.A.O.G) GDR (EACH REPR 4 COM STK) (144A),,,,,,,,no_symbol_match,
BOAR,LSE,Stock,BANK OF AFRICA GDR (REPR 1/3 ORD MAD10)(REG S),,,,,,,,no_symbol_match,
BP-A,LSE,Stock,BP p.l.c,,,,,,,,no_symbol_match,
BWRA,LSE,Stock,Bristol Water Holdings UK Limited 8.75% CUM IRRD PRF GBP1,,,,,,,,no_symbol_match,
CHIB,LSE,Stock,CT UK High Income Trust Plc,,,,,,,,no_symbol_match,
CHP,LSE,Stock,Caledonian Holdings PLC,,,,,,,,no_symbol_match,
CPIC,LSE,Stock,China Pacific Insurance (Group) Co. Ltd.,CPIC,"China Pacific Insurance (Group) Co., Ltd.",,,Life Insurance,,,no_update,https://stockanalysis.com/quote/lon/CPIC/
CTPE,LSE,Stock,CT Private Equity Trust PLC,,,,,,,,no_symbol_match,
CTUK,LSE,Stock,CT UK Capital And Income Investment Trust Plc,,,,,,,,no_symbol_match,
CVBP,LSE,Stock,Coventry Building Society,,,,,,,,no_symbol_match,
CVCE,LSE,Stock,CVC Income & Growth Limited,,,,,,,,no_symbol_match,
CVCG,LSE,Stock,CVC Income & Growth Limited,,,,,,,,no_symbol_match,
CYK,LSE,Stock,Cykel AI PLC,,,,,,,,no_symbol_match,
DSW,LSE,Stock,DSW Capital PLC,,,,,,,,no_symbol_match,
ESCT,LSE,Stock,The European Smaller Companies Trust PLC,,,,,,,,no_symbol_match,
ESOZ,LSE,Stock,EPE Special Opportunities Ltd. ZDP,,,,,,,,no_symbol_match,
FEML,LSE,Stock,Fidelity Emerging Markets Ord,,,,,,,,no_symbol_match,
FVEN,LSE,Stock,Foresight Ventures VCT plc,,,,,,,,no_symbol_match,
FWT,LSE,Stock,Foresight Solar & Techn VCT PLC Foresight Williams Tech Shares,,,,,,,,no_symbol_match,
GHV1,LSE,Stock,Gresham House Income & Growth VCT plc,,,,,,,,no_symbol_match,
GSCT,LSE,Stock,The Global Smaller Companies Trust Plc,,,,,,,,no_symbol_match,
GV1A,LSE,Stock,Gresham House Renewable Energy VCT 1 plc,,,,,,,,no_symbol_match,
GV1O,LSE,Stock,Gresham House Renewable Energy VCT 1 plc,,,,,,,,no_symbol_match,
GV2A,LSE,Stock,GRESHAM HOUSE RENEWABLE ENERGY VCT 2 PLC,,,,,,,,no_symbol_match,
GV2O,LSE,Stock,Gresham House Renewable Energy VCT 2 plc,,,,,,,,no_symbol_match,
HHPG,LSE,Stock,HON HAI PRECISION INDUSTRY CO LD GDR (EACH REPR 2 SHS)(144A),,,,,,,,no_symbol_match,
HLPD,LSE,Stock,HELLENIQ ENERGY HOLDINGS S.A. GDS (REPR 1 ORD SHS GRD500)(REG S),,,,,,,,no_symbol_match,
IAD,LSE,Stock,Invesco Asia Dragon Trust plc,,,,,,,,no_symbol_match,
JEDT,LSE,Stock,JPMorgan Euro Small Companies Trust Plc,,,,,,,,no_symbol_match,
JEGI,LSE,Stock,JPMorgan European Growth & Income plc,,,,,,,,no_symbol_match,
JIGI,LSE,Stock,JPMorgan India Growth & Income PLC,,,,,,,,no_symbol_match,
JMGI,LSE,Stock,JPMorgan Emerging Markets Investment Trust plc,,,,,,,,no_symbol_match,
JUGI,LSE,Stock,JPMorgan UK Small Cap Growth & Income Plc,,,,,,,,no_symbol_match,
KITW,LSE,Stock,Kitwave Group PLC,,,,,,,,no_symbol_match,
LEND,LSE,Stock,Sancus Lending Group Ltd,,,,,,,,no_symbol_match,
LKCS,LSE,Stock,LKCS,,,,,,,,no_symbol_match,
MBSP,LSE,Stock,Manchester Building Society 6.75% PIBS,,,,,,,,no_symbol_match,
MLHL,LSE,Stock,Malibu Life Holdings Limited,,,,,,,,no_symbol_match,
MVR2,LSE,Stock,Marwyn Value Investors 2021 Realisation,,,,,,,,no_symbol_match,
OGDC,LSE,Stock,OIL & GAS DEVELOPMENT COMPANY LD GDR (EACH REPR 10 ORD)(REGS),OGDC,Oil and Gas Development Company Limited,US67778Q2003,,Crude Petroleum and Natural Gas,,,no_update,https://stockanalysis.com/quote/lon/OGDC/
ONWD,LSE,Stock,Onward Opportunities Ltd,,,,,,,,no_symbol_match,
OT1,LSE,Stock,Oxford Technology 2 Venture Capital Trust PLC,,,,,,,,no_symbol_match,
OT3,LSE,Stock,Oxford Technology 2 Venture Capital Trust PLC OT3,,,,,,,,no_symbol_match,
OT4,LSE,Stock,Oxford Technology 2 Venture Capital Trust PLC OT4,,,,,,,,no_symbol_match,
OTPD,LSE,Stock,OTP Bank Plc,OTPD,OTP Bank Nyrt.,USX607461166,,Other,,,no_update,https://stockanalysis.com/quote/lon/OTPD/
OXH,LSE,Stock,Oxford Technology 2 Venture Capital Trust plc,,,,,,,,no_symbol_match,
PPET,LSE,Stock,Patria Private Equity Trust,,,,,,,,no_symbol_match,
PR1,LSE,Stock,Pri0r1ty Intelligence Group PLC,,,,,,,,no_symbol_match,
PU13,LSE,Stock,Puma VCT 13 PLC,,,,,,,,no_symbol_match,
PVN,LSE,Stock,Proven Vct PLC,,,,,,,,no_symbol_match,
QUBE,LSE,Stock,Quantum Base Holdings PLC,,,,,,,,no_symbol_match,
RKW,LSE,Stock,Rockwood Realisation PLC,,,,,,,,no_symbol_match,
SANB,LSE,Stock,SANTANDER UK 8 5/8% NON-CUM STLG PRF,,,,,,,,no_symbol_match,
SBIA,LSE,Stock,STATE BANK OF INDIA GDR (EACH REPR 10 SHS INR1)(144A),,,,,,,,no_symbol_match,
SBSA,LSE,Stock,Skipton Building Society 8.5% PIBS,,,,,,,,no_symbol_match,
SDIC,LSE,Stock,SDIC Power Holdings Co Ltd GDR - Reg S,SDIC,"SDIC Power Holdings Co., Ltd",US78397C2098,,Cogeneration Services and Small Power Producers,,,no_update,https://stockanalysis.com/quote/lon/SDIC/
SELK,LSE,Stock,Selkirk Group PLC,,,,,,,,no_symbol_match,
SLPE,LSE,Stock,SL Private Equity,,,,,,,,no_symbol_match,
SPMU,LSE,Stock,Spiritus Mundi PLC,,,,,,,,no_symbol_match,
SSIT,LSE,Stock,Seraphim Space Investment Trust PLC,,,,,,,,no_symbol_match,
SVCT,LSE,Stock,Seneca Growth Capital VCT plc,,,,,,,,no_symbol_match,
TAB,LSE,Stock,Becket Invest Plc,,,,,,,,no_symbol_match,
TEEG,LSE,Stock,Telecom Egypt Company S.A.E,TEEG,Telecom Egypt Company,,,Other,,,no_update,https://stockanalysis.com/quote/lon/TEEG/
TOO,LSE,Stock,Tooru Plc,,,,,,,,no_symbol_match,
TV1,LSE,Stock,Thames Ventures VCT 1,,,,,,,,no_symbol_match,
UBLS,LSE,Stock,UNITED BANK LD GDR (EACH REPR 4 EQTY SHS) (REGS),UBLS,United Bank Limited,US90953P2011,,Commercial Banks,,,no_update,https://stockanalysis.com/quote/lon/UBLS/
UPLL,LSE,Stock,UPL Ltd. GDR,UPLL,UPL Limited,,,Agricultural Chemicals,,,no_update,https://stockanalysis.com/quote/lon/UPLL/
VARE,LSE,Stock,Various Eateries PLC,,,,,,,,no_symbol_match,
ZENB,LSE,Stock,ZENITH BANK PLC GDR (EACH REPR 50 ORD SHR) REG S,ZENB,Zenith Bank Plc,US98935J1025,,Commercial Banks,,,no_update,https://stockanalysis.com/quote/lon/ZENB/
601956,SSE,Stock,Hubei Donper Electromechanical Group Co. Ltd.,601956,"Hubei Donper Electromechanical Group Co., Ltd.",,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",,,no_update,https://stockanalysis.com/quote/sha/601956/
603091,SSE,Stock,ZX PACKING ORD A (SHH) EQSW Exp:,603091,"Zhejiang Zhongxin Environmental Protection Technology Group Co., Ltd.",,Materials,Paper & Paper Products,,,name_mismatch,https://stockanalysis.com/quote/sha/603091/
603150,SSE,Stock,Anhui Higasket Plastics Co.Ltd.,603150,"Anhui Higasket Plastics Co.,Ltd.",,Technology,Electronic Components,,,no_update,https://stockanalysis.com/quote/sha/603150/
603207,SSE,Stock,XIAO FANG ORD A (SHH) EQSW Exp:,603207,"Shanghai Xiao Fang Pharmaceutical Co.,Ltd.",,Healthcare,Drug Manufacturers - Specialty & Generic,,,no_update,https://stockanalysis.com/quote/sha/603207/
603284,SSE,Stock,Anhui Linping Circular Dvlp Co,603284,"Anhui Linping Circular Development Co., Ltd.",,,"Converted Paper And Paperboard Products, Except Containers And Boxes",,,no_update,https://stockanalysis.com/quote/sha/603284/
603296,SSE,Stock,HUAQIN TECHNOLOGY LTD A,603296,"Huaqin Co., Ltd.",,Technology,Consumer Electronics,,,no_update,https://stockanalysis.com/quote/sha/603296/
605068,SSE,Stock,Mingxin Automotive Leather Co. Ltd.,605068,"Mingxin New Material Co.,Ltd.",CNE1000077F7,Consumer Discretionary,Auto Parts,,,name_mismatch,https://stockanalysis.com/quote/sha/605068/
688136,SSE,Stock,Shandong Kexing Bioproducts Co. Ltd. A,688136,"Kexing Biopharm Co., Ltd.",CNE100006ZG6,Healthcare,Biotechnology,,,name_mismatch,https://stockanalysis.com/quote/sha/688136/
688218,SSE,Stock,Jiangsu Beiren Robot System Co Ltd,688218,"Jiangsu Beiren Robot System Co., Ltd",,Industrials,Specialty Industrial Machinery,,,no_update,https://stockanalysis.com/quote/sha/688218/
688221,SSE,Stock,Frontier Biopharmaceuticals (Nanjing) Co. Ltd. A,688221,Frontier Biotechnologies Inc.,,Healthcare,Drug Manufacturers - Specialty & Generic,,,name_mismatch,https://stockanalysis.com/quote/sha/688221/
688223,SSE,Stock,JinkoSolar Co. Ltd. A,688223,"Jinko Solar Co., Ltd.",,Technology,Solar,,,no_update,https://stockanalysis.com/quote/sha/688223/
688235,SSE,Stock,BeiGene Ltd.,688235,BeOne Medicines AG,CNE100005XT6,Healthcare,Biotechnology,,,name_mismatch,https://stockanalysis.com/quote/sha/688235/
688450,SSE,Stock,AGIOE ORD A (SHH) EQSW Exp:,688450,"Suzhou Agioe Technologies Co., Ltd.",,Industrials,Specialty Industrial Machinery,,,name_mismatch,https://stockanalysis.com/quote/sha/688450/
688573,SSE,Stock,XINYUREN ORD A (SHH) EQSW Exp:,688573,"Shenzhen Xinyuren Technology Co., Ltd.",,Industrials,Electrical Equipment & Parts,,,name_mismatch,https://stockanalysis.com/quote/sha/688573/
688592,SSE,Stock,COMNAV ORD A (SHH) EQSW Exp:,688592,ComNav Technology Ltd.,,Technology,Communication Equipment,,,name_mismatch,https://stockanalysis.com/quote/sha/688592/
688602,SSE,Stock,CHEMSPEC ORD A (SHH) EQSW Exp:,688602,Shanghai Chemspec Corporation,,Materials,Chemicals,,,name_mismatch,https://stockanalysis.com/quote/sha/688602/
688603,SSE,Stock,Guangdong Skychem Technology Co. Ltd. A,688603,"Shanghai Skychem Technology Co., Ltd.",,Materials,Specialty Chemicals,,,no_update,https://stockanalysis.com/quote/sha/688603/
688610,SSE,Stock,I-TEK ORD A (SHH) EQSW Exp:,688610,"Hefei I-TEK OptoElectronics Co., Ltd.",,Technology,Electronic Components,,,name_mismatch,https://stockanalysis.com/quote/sha/688610/
688615,SSE,Stock,INTSIG ORD A (SHH) EQSW Exp:,688615,"Intsig Information Co., Ltd.",,Technology,Software - Infrastructure,,,name_mismatch,https://stockanalysis.com/quote/sha/688615/
688638,SSE,Stock,UTIMES ORD A (SHH) EQSW Exp:,688638,"Shenzhen UTIMES Intelligent Equipment Co., Ltd.",,Industrials,Specialty Industrial Machinery,,,no_update,https://stockanalysis.com/quote/sha/688638/
688646,SSE,Stock,YIFILASER ORD A (SHH) EQSW Exp:,688646,Wuhan Yifi Laser Corporation Limited,,Industrials,Specialty Industrial Machinery,,,name_mismatch,https://stockanalysis.com/quote/sha/688646/
688651,SSE,Stock,WEBRAY ORD A (SHH) EQSW Exp:,688651,"WebRAY Tech(Beijing) Co., Ltd.",,Technology,Software - Infrastructure,,,name_mismatch,https://stockanalysis.com/quote/sha/688651/
688671,SSE,Stock,BESCIENT ORD A (SHH) EQSW Exp:,688671,"Bescient Technologies Co., Ltd.",,Industrials,Pollution & Treatment Controls,,,name_mismatch,https://stockanalysis.com/quote/sha/688671/
688693,SSE,Stock,CONVERT ORD A (SHH) EQSW Exp:,688693,"Suzhou Convert Semiconductor CO., LTD.",,Technology,Electronic Components,,,name_mismatch,https://stockanalysis.com/quote/sha/688693/
688710,SSE,Stock,INNOSTAR ORD A (SHH) EQSW Exp:,688710,"Shanghai InnoStar Bio-tech Co., Ltd.",,Healthcare,Drug Manufacturers - General,,,name_mismatch,https://stockanalysis.com/quote/sha/688710/
689009,SSE,Stock,Ninebot Ltd,689009,Ninebot Limited,,Consumer Discretionary,Leisure,,,no_update,https://stockanalysis.com/quote/sha/689009/
001316,SZSE,Stock,Zhejiang XiaSha Precision,001316,"Lubair Aviation Technology Co., Ltd.",CNE100005DM3,Industrials,Aerospace & Defense,,,name_mismatch,https://stockanalysis.com/quote/she/001316/
001366,SZSE,Stock,Boen Group Co. Ltd. Cl A,001366,"Boen Group Co., Ltd.",,Consumer Staples,Farm Products,,,no_update,https://stockanalysis.com/quote/she/001366/
301047,SZSE,Stock,Sino BiologicalInc.,301047,"Sino Biological,Inc.",,Healthcare,Biotechnology,,,no_update,https://stockanalysis.com/quote/she/301047/
301177,SZSE,Stock,DR Corporation Limited,301177,DR Corporation Limited,,Consumer Discretionary,Luxury Goods,,,no_update,https://stockanalysis.com/quote/she/301177/
